State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Hawaii,8/10/2019,"1,217",8/3/2019,"6,698","622,901",1.08
Hawaii,8/17/2019,"1,011",8/10/2019,"6,377","622,901",1.02
Hawaii,8/24/2019,"1,136",8/17/2019,"6,546","622,901",1.05
Hawaii,8/31/2019,"1,058",8/24/2019,"6,319","622,901",1.01
Hawaii,9/7/2019,"1,080",8/31/2019,"6,359","622,901",1.02
Hawaii,9/14/2019,"1,141",9/7/2019,"6,324","622,901",1.02
Hawaii,9/21/2019,936,9/14/2019,"6,318","622,901",1.01
Hawaii,9/28/2019,"1,033",9/21/2019,"5,893","622,901",0.95
Hawaii,10/5/2019,"1,268",9/28/2019,"6,019","622,901",0.97
Hawaii,10/12/2019,"1,150",10/5/2019,"5,910","623,074",0.95
Hawaii,10/19/2019,"1,298",10/12/2019,"6,306","623,074",1.01
Hawaii,10/26/2019,"1,123",10/19/2019,"5,704","623,074",0.92
Hawaii,11/2/2019,955,10/26/2019,"5,863","623,074",0.94
Hawaii,11/9/2019,"1,131",11/2/2019,"5,764","623,074",0.93
Hawaii,11/16/2019,976,11/9/2019,"5,805","623,074",0.93
Hawaii,11/23/2019,"1,120",11/16/2019,"5,779","623,074",0.93
Hawaii,11/30/2019,963,11/23/2019,"5,916","623,074",0.95
Hawaii,12/7/2019,"1,435",11/30/2019,"6,199","623,074",0.99
Hawaii,12/14/2019,"1,052",12/7/2019,"5,903","623,074",0.95
Hawaii,12/21/2019,"1,110",12/14/2019,"5,693","623,074",0.91
Hawaii,12/28/2019,"1,245",12/21/2019,"5,767","623,074",0.93
Hawaii,1/4/2020,"1,825",12/28/2019,"6,813","623,074",1.09
Hawaii,1/11/2020,"1,826",1/4/2020,"7,849","621,949",1.26
Hawaii,1/18/2020,"1,234",1/11/2020,"6,623","621,949",1.06
Hawaii,1/25/2020,"1,014",1/18/2020,"6,407","621,949",1.03
Hawaii,2/1/2020,"1,135",1/25/2020,"6,070","621,949",0.98
Hawaii,2/8/2020,"1,137",2/1/2020,"6,205","621,949",1
Hawaii,2/15/2020,"1,199",2/8/2020,"6,121","621,949",0.98
Hawaii,2/22/2020,"1,020",2/15/2020,"6,223","621,949",1
Hawaii,2/29/2020,"1,049",2/22/2020,"5,951","621,949",0.96
Hawaii,3/7/2020,"1,275",2/29/2020,"6,047","621,949",0.97
Hawaii,3/14/2020,"1,589",3/7/2020,"6,203","621,949",1
Hawaii,3/21/2020,"8,817",3/14/2020,"6,472","621,949",1.04
Idaho,1/5/2019,"2,328",12/29/2018,"11,690","700,263",1.67
Idaho,1/12/2019,"2,533",1/5/2019,"11,931","705,966",1.69
Idaho,1/19/2019,"1,833",1/12/2019,"11,276","705,966",1.6
Idaho,1/26/2019,"1,426",1/19/2019,"11,417","705,966",1.62
Idaho,2/2/2019,"1,451",1/26/2019,"11,404","705,966",1.62
Idaho,2/9/2019,"1,530",2/2/2019,"11,124","705,966",1.58
Idaho,2/16/2019,"1,461",2/9/2019,"11,236","705,966",1.59
Idaho,2/23/2019,"1,419",2/16/2019,"11,234","705,966",1.59
Idaho,3/2/2019,"1,325",2/23/2019,"11,217","705,966",1.59
Idaho,3/9/2019,"1,157",3/2/2019,"10,833","705,966",1.53
Idaho,3/16/2019,"1,043",3/9/2019,"9,697","705,966",1.37
Idaho,3/23/2019,"1,104",3/16/2019,"8,666","705,966",1.23
Idaho,3/30/2019,"1,191",3/23/2019,"8,011","705,966",1.13
Idaho,4/6/2019,917,3/30/2019,"7,427","705,966",1.05
Idaho,4/13/2019,948,4/6/2019,"6,471","711,825",0.91
Idaho,4/20/2019,917,4/13/2019,"6,070","711,825",0.85
Idaho,4/27/2019,784,4/20/2019,"5,718","711,825",0.8
Idaho,5/4/2019,822,4/27/2019,"5,412","711,825",0.76
Idaho,5/11/2019,736,5/4/2019,"5,143","711,825",0.72
Idaho,5/18/2019,724,5/11/2019,"4,740","711,825",0.67
Idaho,5/25/2019,859,5/18/2019,"4,454","711,825",0.63
Idaho,6/1/2019,995,5/25/2019,"4,471","711,825",0.63
Idaho,6/8/2019,988,6/1/2019,"4,555","711,825",0.64
Idaho,6/15/2019,834,6/8/2019,"4,536","711,825",0.64
Idaho,6/22/2019,740,6/15/2019,"4,621","711,825",0.65
Idaho,6/29/2019,866,6/22/2019,"4,668","711,825",0.66
Idaho,7/6/2019,"1,083",6/29/2019,"4,676","711,825",0.66
Idaho,7/13/2019,772,7/6/2019,"5,209","717,744",0.73
Idaho,7/20/2019,649,7/13/2019,"5,005","717,744",0.7
Idaho,7/27/2019,649,7/20/2019,"5,103","717,744",0.71
Idaho,8/3/2019,643,7/27/2019,"4,663","717,744",0.65
Idaho,8/10/2019,742,8/3/2019,"4,671","717,744",0.65
Idaho,8/17/2019,755,8/10/2019,"4,551","717,744",0.63
Idaho,8/24/2019,701,8/17/2019,"4,404","717,744",0.61
Idaho,8/31/2019,700,8/24/2019,"4,245","717,744",0.59
Idaho,9/7/2019,733,8/31/2019,"3,881","717,744",0.54
Idaho,9/14/2019,637,9/7/2019,"3,584","717,744",0.5
Idaho,9/21/2019,661,9/14/2019,"3,432","717,744",0.48
Idaho,9/28/2019,654,9/21/2019,"3,376","717,744",0.47
Idaho,10/5/2019,712,9/28/2019,"3,418","717,744",0.48
Idaho,10/12/2019,826,10/5/2019,"3,540","722,812",0.49
Idaho,10/19/2019,883,10/12/2019,"3,525","722,812",0.49
Idaho,10/26/2019,887,10/19/2019,"3,646","722,812",0.5
Idaho,11/2/2019,966,10/26/2019,"3,790","722,812",0.52
Idaho,11/9/2019,"1,289",11/2/2019,"3,995","722,812",0.55
Idaho,11/16/2019,"1,255",11/9/2019,"4,331","722,812",0.6
Idaho,11/23/2019,"1,197",11/16/2019,"4,590","722,812",0.64
Idaho,11/30/2019,"1,567",11/23/2019,"5,014","722,812",0.69
Idaho,12/7/2019,"2,274",11/30/2019,"5,488","722,812",0.76
Idaho,12/14/2019,"2,462",12/7/2019,"7,019","722,812",0.97
Idaho,12/21/2019,"1,972",12/14/2019,"7,357","722,812",1.02
Idaho,12/28/2019,"2,191",12/21/2019,"8,072","722,812",1.12
Idaho,1/4/2020,"2,957",12/28/2019,"8,854","722,812",1.22
Idaho,1/11/2020,"2,131",1/4/2020,"11,483","727,996",1.58
Idaho,1/18/2020,"2,172",1/11/2020,"11,931","727,996",1.64
Idaho,1/25/2020,"1,821",1/18/2020,"11,833","727,996",1.63
Idaho,2/1/2020,"1,446",1/25/2020,"11,337","727,996",1.56
Idaho,2/8/2020,"1,443",2/1/2020,"11,389","727,996",1.56
Idaho,2/15/2020,"1,356",2/8/2020,"11,334","727,996",1.56
Idaho,2/22/2020,"1,114",2/15/2020,"11,275","727,996",1.55
Idaho,2/29/2020,998,2/22/2020,"10,587","727,996",1.45
Idaho,3/7/2020,938,2/29/2020,"10,167","727,996",1.4
Idaho,3/14/2020,"1,031",3/7/2020,"9,336","727,996",1.28
Idaho,3/21/2020,"13,586",3/14/2020,"7,869","727,996",1.08
Illinois,1/5/2019,"11,838",12/29/2018,"117,562","5,879,922",2
Illinois,1/12/2019,"12,561",1/5/2019,"136,601","5,879,922",2.32
Illinois,1/19/2019,"11,347",1/12/2019,"129,588","5,879,922",2.2
Illinois,1/26/2019,"10,695",1/19/2019,"131,817","5,879,922",2.24
Illinois,2/2/2019,"10,755",1/26/2019,"131,871","5,879,922",2.24
Illinois,2/9/2019,"9,340",2/2/2019,"135,768","5,879,922",2.31
Illinois,2/16/2019,"7,520",2/9/2019,"135,273","5,879,922",2.3
Illinois,2/23/2019,"7,446",2/16/2019,"134,364","5,879,922",2.29
Illinois,3/2/2019,"8,005",2/23/2019,"129,924","5,879,922",2.21
Illinois,3/9/2019,"11,573",3/2/2019,"129,116","5,879,922",2.2
Illinois,3/16/2019,"7,987",3/9/2019,"125,462","5,879,922",2.13
Illinois,3/23/2019,"7,933",3/16/2019,"131,314","5,879,922",2.23
Illinois,3/30/2019,"9,230",3/23/2019,"119,434","5,879,922",2.03
Illinois,4/6/2019,"8,876",3/30/2019,"119,157","5,879,922",2.03
Illinois,4/13/2019,"7,728",4/6/2019,"110,245","5,892,968",1.87
Illinois,4/20/2019,"8,141",4/13/2019,"105,530","5,892,968",1.79
Illinois,4/27/2019,"7,310",4/20/2019,"93,622","5,892,968",1.59
Illinois,5/4/2019,"9,320",4/27/2019,"95,884","5,892,968",1.63
Illinois,5/11/2019,"8,836",5/4/2019,"86,531","5,892,968",1.47
Illinois,5/18/2019,"7,382",5/11/2019,"91,243","5,892,968",1.55
Illinois,5/25/2019,"7,666",5/18/2019,"84,526","5,892,968",1.43
Illinois,6/1/2019,"8,551",5/25/2019,"83,430","5,892,968",1.42
Illinois,6/8/2019,"10,583",6/1/2019,"82,329","5,892,968",1.4
Illinois,6/15/2019,"8,838",6/8/2019,"84,805","5,892,968",1.44
Illinois,6/22/2019,"8,100",6/15/2019,"87,646","5,892,968",1.49
Illinois,6/29/2019,"8,038",6/22/2019,"86,622","5,892,968",1.47
Illinois,7/6/2019,"9,137",6/29/2019,"86,321","5,892,968",1.46
Illinois,7/13/2019,"7,249",7/6/2019,"85,669","5,895,016",1.45
Illinois,7/20/2019,"7,986",7/13/2019,"93,884","5,895,016",1.59
Illinois,7/27/2019,"10,355",7/20/2019,"88,602","5,895,016",1.5
Illinois,8/3/2019,"7,546",7/27/2019,"90,901","5,895,016",1.54
Illinois,8/10/2019,"7,209",8/3/2019,"94,060","5,895,016",1.6
Illinois,8/17/2019,"6,991",8/10/2019,"88,531","5,895,016",1.5
Illinois,8/24/2019,"7,376",8/17/2019,"85,032","5,895,016",1.44
Illinois,8/31/2019,"11,104",8/24/2019,"83,897","5,895,016",1.42
Illinois,9/7/2019,"7,180",8/31/2019,"77,872","5,895,016",1.32
Illinois,9/14/2019,"6,614",9/7/2019,"86,352","5,895,016",1.46
Illinois,9/21/2019,"6,538",9/14/2019,"76,349","5,895,016",1.3
Illinois,9/28/2019,"6,793",9/21/2019,"74,877","5,895,016",1.27
Illinois,10/5/2019,"8,465",9/28/2019,"72,490","5,895,016",1.23
Illinois,10/12/2019,"7,543",10/5/2019,"73,458","5,902,475",1.24
Illinois,10/19/2019,"7,551",10/12/2019,"75,028","5,902,475",1.27
Illinois,10/26/2019,"8,307",10/19/2019,"75,332","5,902,475",1.28
Illinois,11/2/2019,"10,705",10/26/2019,"75,398","5,902,475",1.28
Illinois,11/9/2019,"11,015",11/2/2019,"78,200","5,902,475",1.32
Illinois,11/16/2019,"13,989",11/9/2019,"80,616","5,902,475",1.37
Illinois,11/23/2019,"11,266",11/16/2019,"85,441","5,902,475",1.45
Illinois,11/30/2019,"10,233",11/23/2019,"90,255","5,902,475",1.53
Illinois,12/7/2019,"14,798",11/30/2019,"95,414","5,902,475",1.62
Illinois,12/14/2019,"15,076",12/7/2019,"99,001","5,902,475",1.68
Illinois,12/21/2019,"16,669",12/14/2019,"107,512","5,902,475",1.82
Illinois,12/28/2019,"16,537",12/21/2019,"109,102","5,902,475",1.85
Illinois,1/4/2020,"11,779",12/28/2019,"125,348","5,902,475",2.12
Illinois,1/11/2020,"12,703",1/4/2020,"136,523","5,910,898",2.31
Illinois,1/18/2020,"14,807",1/11/2020,"133,967","5,910,898",2.27
Illinois,1/25/2020,"9,762",1/18/2020,"131,469","5,910,898",2.22
Illinois,2/1/2020,"9,343",1/25/2020,"143,239","5,910,898",2.42
Illinois,2/8/2020,"9,794",2/1/2020,"130,900","5,910,898",2.21
Illinois,2/15/2020,"8,045",2/8/2020,"133,765","5,910,898",2.26
Illinois,2/22/2020,"11,812",2/15/2020,"131,171","5,910,898",2.22
Illinois,2/29/2020,"8,980",2/22/2020,"132,123","5,910,898",2.24
Illinois,3/7/2020,"8,727",2/29/2020,"136,396","5,910,898",2.31
Illinois,3/14/2020,"10,870",3/7/2020,"130,325","5,910,898",2.2
Illinois,3/21/2020,"114,114",3/14/2020,"125,437","5,910,898",2.12
Indiana,1/5/2019,"4,578",12/29/2018,"19,267","2,998,303",0.64
Indiana,1/12/2019,"4,835",1/5/2019,"20,110","3,005,853",0.67
Indiana,1/19/2019,"3,840",1/12/2019,"19,918","3,005,853",0.66
Indiana,1/26/2019,"3,467",1/19/2019,"20,599","3,005,853",0.69
Indiana,2/2/2019,"3,317",1/26/2019,"20,753","3,005,853",0.69
Indiana,2/9/2019,"3,462",2/2/2019,"23,149","3,005,853",0.77
Indiana,2/16/2019,"2,441",2/9/2019,"22,293","3,005,853",0.74
Indiana,2/23/2019,"2,367",2/16/2019,"22,075","3,005,853",0.73
Indiana,3/2/2019,"2,423",2/23/2019,"21,253","3,005,853",0.71
Indiana,3/9/2019,"2,845",3/2/2019,"20,910","3,005,853",0.7
Indiana,3/16/2019,"2,088",3/9/2019,"20,682","3,005,853",0.69
Indiana,3/23/2019,"2,069",3/16/2019,"19,668","3,005,853",0.65
Indiana,3/30/2019,"2,033",3/23/2019,"18,100","3,005,853",0.6
Indiana,4/6/2019,"3,038",3/30/2019,"18,760","3,005,853",0.62
Indiana,4/13/2019,"2,370",4/6/2019,"15,723","3,014,893",0.52
Indiana,4/20/2019,"2,719",4/13/2019,"16,019","3,014,893",0.53
Indiana,4/27/2019,"2,200",4/20/2019,"16,047","3,014,893",0.53
Indiana,5/4/2019,"2,086",4/27/2019,"13,584","3,014,893",0.45
Indiana,5/11/2019,"2,049",5/4/2019,"13,502","3,014,893",0.45
Indiana,5/18/2019,"2,009",5/11/2019,"13,278","3,014,893",0.44
Indiana,5/25/2019,"1,905",5/18/2019,"13,336","3,014,893",0.44
Indiana,6/1/2019,"2,101",5/25/2019,"13,170","3,014,893",0.44
Indiana,6/8/2019,"2,821",6/1/2019,"13,854","3,014,893",0.46
Indiana,6/15/2019,"2,120",6/8/2019,"13,273","3,014,893",0.44
Indiana,6/22/2019,"1,960",6/15/2019,"13,321","3,014,893",0.44
Indiana,6/29/2019,"2,225",6/22/2019,"13,105","3,014,893",0.43
Indiana,7/6/2019,"2,090",6/29/2019,"12,945","3,014,893",0.43
Indiana,7/13/2019,"3,527",7/6/2019,"13,592","3,022,665",0.45
Indiana,7/20/2019,"2,283",7/13/2019,"13,902","3,022,665",0.46
Indiana,7/27/2019,"2,051",7/20/2019,"13,393","3,022,665",0.44
Indiana,8/3/2019,"2,129",7/27/2019,"13,247","3,022,665",0.44
Indiana,8/10/2019,"2,518",8/3/2019,"13,823","3,022,665",0.46
Indiana,8/17/2019,"2,043",8/10/2019,"13,427","3,022,665",0.44
Indiana,8/24/2019,"1,989",8/17/2019,"13,161","3,022,665",0.44
Indiana,8/31/2019,"1,979",8/24/2019,"13,207","3,022,665",0.44
Indiana,9/7/2019,"1,986",8/31/2019,"12,948","3,022,665",0.43
Indiana,9/14/2019,"2,001",9/7/2019,"13,126","3,022,665",0.43
Indiana,9/21/2019,"2,797",9/14/2019,"12,826","3,022,665",0.42
Indiana,9/28/2019,"2,319",9/21/2019,"12,951","3,022,665",0.43
Indiana,10/5/2019,"2,672",9/28/2019,"13,636","3,022,665",0.45
Indiana,10/12/2019,"2,749",10/5/2019,"13,394","3,034,091",0.44
Indiana,10/19/2019,"2,116",10/12/2019,"13,234","3,034,091",0.44
Indiana,10/26/2019,"2,138",10/19/2019,"13,667","3,034,091",0.45
Indiana,11/2/2019,"2,381",10/26/2019,"13,749","3,034,091",0.45
Indiana,11/9/2019,"3,064",11/2/2019,"13,582","3,034,091",0.45
Indiana,11/16/2019,"2,725",11/9/2019,"13,328","3,034,091",0.44
Indiana,11/23/2019,"3,053",11/16/2019,"14,219","3,034,091",0.47
Indiana,11/30/2019,"2,312",11/23/2019,"13,544","3,034,091",0.45
Indiana,12/7/2019,"4,033",11/30/2019,"15,473","3,034,091",0.51
Indiana,12/14/2019,"3,411",12/7/2019,"15,516","3,034,091",0.51
Indiana,12/21/2019,"3,911",12/14/2019,"17,011","3,034,091",0.56
Indiana,12/28/2019,"3,418",12/21/2019,"17,756","3,034,091",0.59
Indiana,1/4/2020,"4,434",12/28/2019,"20,062","3,034,091",0.66
Indiana,1/11/2020,"4,890",1/4/2020,"21,524","3,039,304",0.71
Indiana,1/18/2020,"3,741",1/11/2020,"21,626","3,039,304",0.71
Indiana,1/25/2020,"2,956",1/18/2020,"21,366","3,039,304",0.7
Indiana,2/1/2020,"3,016",1/25/2020,"22,017","3,039,304",0.72
Indiana,2/8/2020,"2,725",2/1/2020,"22,212","3,039,304",0.73
Indiana,2/15/2020,"2,556",2/8/2020,"22,352","3,039,304",0.74
Indiana,2/22/2020,"2,979",2/15/2020,"22,913","3,039,304",0.75
Indiana,2/29/2020,"2,276",2/22/2020,"22,994","3,039,304",0.76
Indiana,3/7/2020,"2,223",2/29/2020,"22,586","3,039,304",0.74
Indiana,3/14/2020,"2,596",3/7/2020,"21,473","3,039,304",0.71
Indiana,3/21/2020,"59,755",3/14/2020,"20,778","3,039,304",0.68
Iowa,1/5/2019,"4,300",12/29/2018,"31,173","1,519,868",2.05
Iowa,1/12/2019,"4,395",1/5/2019,"30,334","1,520,724",1.99
Iowa,1/19/2019,"3,127",1/12/2019,"29,093","1,520,724",1.91
Iowa,1/26/2019,"3,728",1/19/2019,"29,509","1,520,724",1.94
Iowa,2/2/2019,"4,142",1/26/2019,"31,177","1,520,724",2.05
Iowa,2/9/2019,"2,679",2/2/2019,"33,539","1,520,724",2.21
Iowa,2/16/2019,"1,983",2/9/2019,"31,633","1,520,724",2.08
Iowa,2/23/2019,"2,179",2/16/2019,"31,257","1,520,724",2.06
Iowa,3/2/2019,"2,309",2/23/2019,"30,786","1,520,724",2.02
Iowa,3/9/2019,"2,232",3/2/2019,"30,964","1,520,724",2.04
Iowa,3/16/2019,"2,348",3/9/2019,"30,334","1,520,724",1.99
Iowa,3/23/2019,"2,272",3/16/2019,"29,330","1,520,724",1.93
Iowa,3/30/2019,"1,882",3/23/2019,"26,969","1,520,724",1.77
Iowa,4/6/2019,"1,780",3/30/2019,"23,639","1,520,724",1.55
Iowa,4/13/2019,"1,836",4/6/2019,"20,317","1,523,830",1.33
Iowa,4/20/2019,"1,823",4/13/2019,"18,430","1,523,830",1.21
Iowa,4/27/2019,"1,997",4/20/2019,"15,793","1,523,830",1.04
Iowa,5/4/2019,"2,673",4/27/2019,"14,645","1,523,830",0.96
Iowa,5/11/2019,"2,204",5/4/2019,"15,317","1,523,830",1.01
Iowa,5/18/2019,"1,959",5/11/2019,"14,100","1,523,830",0.93
Iowa,5/25/2019,"2,128",5/18/2019,"13,501","1,523,830",0.89
Iowa,6/1/2019,"2,195",5/25/2019,"13,632","1,523,830",0.89
Iowa,6/8/2019,"2,569",6/1/2019,"13,691","1,523,830",0.9
Iowa,6/15/2019,"2,120",6/8/2019,"13,729","1,523,830",0.9
Iowa,6/22/2019,"1,781",6/15/2019,"14,233","1,523,830",0.93
Iowa,6/29/2019,"2,123",6/22/2019,"14,086","1,523,830",0.92
Iowa,7/6/2019,"3,307",6/29/2019,"14,360","1,523,830",0.94
Iowa,7/13/2019,"2,635",7/6/2019,"16,194","1,526,417",1.06
Iowa,7/20/2019,"1,835",7/13/2019,"14,970","1,526,417",0.98
Iowa,7/27/2019,"2,380",7/20/2019,"14,469","1,526,417",0.95
Iowa,8/3/2019,"2,271",7/27/2019,"14,969","1,526,417",0.98
Iowa,8/10/2019,"2,349",8/3/2019,"15,309","1,526,417",1
Iowa,8/17/2019,"1,805",8/10/2019,"15,306","1,526,417",1
Iowa,8/24/2019,"2,099",8/17/2019,"14,682","1,526,417",0.96
Iowa,8/31/2019,"1,769",8/24/2019,"14,008","1,526,417",0.92
Iowa,9/7/2019,"1,787",8/31/2019,"12,711","1,526,417",0.83
Iowa,9/14/2019,"1,692",9/7/2019,"12,305","1,526,417",0.81
Iowa,9/21/2019,"1,738",9/14/2019,"12,103","1,526,417",0.79
Iowa,9/28/2019,"2,245",9/21/2019,"12,051","1,526,417",0.79
Iowa,10/5/2019,"2,228",9/28/2019,"12,539","1,526,417",0.82
Iowa,10/12/2019,"2,117",10/5/2019,"12,665","1,529,213",0.83
Iowa,10/19/2019,"2,296",10/12/2019,"12,359","1,529,213",0.81
Iowa,10/26/2019,"2,945",10/19/2019,"12,635","1,529,213",0.83
Iowa,11/2/2019,"2,851",10/26/2019,"13,551","1,529,213",0.89
Iowa,11/9/2019,"2,927",11/2/2019,"14,055","1,529,213",0.92
Iowa,11/16/2019,"4,579",11/9/2019,"13,285","1,529,213",0.87
Iowa,11/23/2019,"3,794",11/16/2019,"15,608","1,529,213",1.02
Iowa,11/30/2019,"4,988",11/23/2019,"15,536","1,529,213",1.02
Iowa,12/7/2019,"5,531",11/30/2019,"20,394","1,529,213",1.33
Iowa,12/14/2019,"4,934",12/7/2019,"20,080","1,529,213",1.31
Iowa,12/21/2019,"7,357",12/14/2019,"22,119","1,529,213",1.45
Iowa,12/28/2019,"10,338",12/21/2019,"25,963","1,529,213",1.7
Iowa,1/4/2020,"4,586",12/28/2019,"34,549","1,529,213",2.26
Iowa,1/11/2020,"4,836",1/4/2020,"34,540","1,530,920",2.26
Iowa,1/18/2020,"3,615",1/11/2020,"29,625","1,530,920",1.94
Iowa,1/25/2020,"3,115",1/18/2020,"30,369","1,530,920",1.98
Iowa,2/1/2020,"3,066",1/25/2020,"30,890","1,530,920",2.02
Iowa,2/8/2020,"2,379",2/1/2020,"30,789","1,530,920",2.01
Iowa,2/15/2020,"2,239",2/8/2020,"30,799","1,530,920",2.01
Iowa,2/22/2020,"2,631",2/15/2020,"30,741","1,530,920",2.01
Iowa,2/29/2020,"2,240",2/22/2020,"30,516","1,530,920",1.99
Iowa,3/7/2020,"2,221",2/29/2020,"29,424","1,530,920",1.92
Iowa,3/14/2020,"2,229",3/7/2020,"27,816","1,530,920",1.82
Iowa,3/21/2020,"40,952",3/14/2020,"26,496","1,530,920",1.73
Kansas,1/5/2019,"2,185",12/29/2018,"11,601","1,347,587",0.86
Kansas,1/12/2019,"2,165",1/5/2019,"11,583","1,351,006",0.86
Kansas,1/19/2019,"2,795",1/12/2019,"10,975","1,351,006",0.81
Kansas,1/26/2019,"2,501",1/19/2019,"12,051","1,351,006",0.89
Kansas,2/2/2019,"1,917",1/26/2019,"12,743","1,351,006",0.94
Kansas,2/9/2019,"1,766",2/2/2019,"12,281","1,351,006",0.91
Kansas,2/16/2019,"1,610",2/9/2019,"12,274","1,351,006",0.91
Kansas,2/23/2019,"1,803",2/16/2019,"11,800","1,351,006",0.87
Kansas,3/2/2019,"1,709",2/23/2019,"12,141","1,351,006",0.9
Kansas,3/9/2019,"1,583",3/2/2019,"11,479","1,351,006",0.85
Kansas,3/16/2019,"1,648",3/9/2019,"11,193","1,351,006",0.83
Kansas,3/23/2019,"1,271",3/16/2019,"10,886","1,351,006",0.81
Kansas,3/30/2019,"1,490",3/23/2019,"9,195","1,351,006",0.68
Kansas,4/6/2019,"1,357",3/30/2019,"8,643","1,351,006",0.64
Kansas,4/13/2019,"1,298",4/6/2019,"7,999","1,354,497",0.59
Kansas,4/20/2019,"1,167",4/13/2019,"7,767","1,354,498",0.57
Kansas,4/27/2019,"1,271",4/20/2019,"7,649","1,354,497",0.56
Kansas,5/4/2019,"2,025",4/27/2019,"7,589","1,354,497",0.56
Kansas,5/11/2019,"1,546",5/4/2019,"8,253","1,354,497",0.61
Kansas,5/18/2019,"1,402",5/11/2019,"8,083","1,354,497",0.6
Kansas,5/25/2019,"2,024",5/18/2019,"7,711","1,354,497",0.57
Kansas,6/1/2019,"1,533",5/25/2019,"8,257","1,354,497",0.61
Kansas,6/8/2019,"1,512",6/1/2019,"8,110","1,354,497",0.6
Kansas,6/15/2019,"1,436",6/8/2019,"7,857","1,354,497",0.58
Kansas,6/22/2019,"1,292",6/15/2019,"8,149","1,354,497",0.6
Kansas,6/29/2019,"1,516",6/22/2019,"7,871","1,354,497",0.58
Kansas,7/6/2019,"2,419",6/29/2019,"7,914","1,354,497",0.58
Kansas,7/13/2019,"2,657",7/6/2019,"8,316","1,357,246",0.61
Kansas,7/20/2019,"1,366",7/13/2019,"9,472","1,357,246",0.7
Kansas,7/27/2019,"1,360",7/20/2019,"9,308","1,357,246",0.69
Kansas,8/3/2019,"1,398",7/27/2019,"8,779","1,357,246",0.65
Kansas,8/10/2019,"1,325",8/3/2019,"8,500","1,357,246",0.63
Kansas,8/17/2019,"1,172",8/10/2019,"8,222","1,357,246",0.61
Kansas,8/24/2019,"1,183",8/17/2019,"7,509","1,357,246",0.55
Kansas,8/31/2019,"2,166",8/24/2019,"7,473","1,357,246",0.55
Kansas,9/7/2019,"1,289",8/31/2019,"7,639","1,357,246",0.56
Kansas,9/14/2019,"1,127",9/7/2019,"7,366","1,357,246",0.54
Kansas,9/21/2019,"2,602",9/14/2019,"6,843","1,357,246",0.5
Kansas,9/28/2019,"1,206",9/21/2019,"7,643","1,357,246",0.56
Kansas,10/5/2019,"1,318",9/28/2019,"7,417","1,357,246",0.55
Kansas,10/12/2019,"1,245",10/5/2019,"7,198","1,359,781",0.53
Kansas,10/19/2019,"1,132",10/12/2019,"7,269","1,359,781",0.53
Kansas,10/26/2019,"1,316",10/19/2019,"7,126","1,359,781",0.52
Kansas,11/2/2019,"1,346",10/26/2019,"7,279","1,359,781",0.54
Kansas,11/9/2019,"1,457",11/2/2019,"7,093","1,359,781",0.52
Kansas,11/16/2019,"1,413",11/9/2019,"6,982","1,359,781",0.51
Kansas,11/23/2019,"1,620",11/16/2019,"7,345","1,359,781",0.54
Kansas,11/30/2019,"1,236",11/23/2019,"7,258","1,359,781",0.53
Kansas,12/7/2019,"2,176",11/30/2019,"8,246","1,359,781",0.61
Kansas,12/14/2019,"1,825",12/7/2019,"8,077","1,359,781",0.59
Kansas,12/21/2019,"3,096",12/14/2019,"8,562","1,359,781",0.63
Kansas,12/28/2019,"3,059",12/21/2019,"9,525","1,359,781",0.7
Kansas,1/4/2020,"2,019",12/28/2019,"11,175","1,359,781",0.82
Kansas,1/11/2020,"2,140",1/4/2020,"11,431","1,363,114",0.84
Kansas,1/18/2020,"2,402",1/11/2020,"10,638","1,363,114",0.78
Kansas,1/25/2020,"2,557",1/18/2020,"11,182","1,363,114",0.82
Kansas,2/1/2020,"2,000",1/25/2020,"12,301","1,363,114",0.9
Kansas,2/8/2020,"2,107",2/1/2020,"11,809","1,363,114",0.87
Kansas,2/15/2020,"2,076",2/8/2020,"11,666","1,363,114",0.86
Kansas,2/22/2020,"1,494",2/15/2020,"12,003","1,363,114",0.88
Kansas,2/29/2020,"1,517",2/22/2020,"11,505","1,363,114",0.84
Kansas,3/7/2020,"1,365",2/29/2020,"11,003","1,363,115",0.81
Kansas,3/14/2020,"1,755",3/7/2020,"9,771","1,363,114",0.72
Kansas,3/21/2020,"23,563",3/14/2020,"9,973","1,363,114",0.73
Kentucky,1/5/2019,"6,377",12/29/2018,"10,142","1,876,412",0.54
Kentucky,1/12/2019,"11,344",1/5/2019,"22,486","1,879,936",1.2
Kentucky,1/19/2019,"3,084",1/12/2019,"20,298","1,879,936",1.08
Kentucky,1/26/2019,"2,949",1/19/2019,"20,960","1,879,936",1.11
Kentucky,2/2/2019,"2,673",1/26/2019,"20,801","1,879,936",1.11
Kentucky,2/9/2019,"2,381",2/2/2019,"22,688","1,879,936",1.21
Kentucky,2/16/2019,"2,344",2/9/2019,"21,514","1,879,936",1.14
Kentucky,2/23/2019,"6,831",2/16/2019,"22,762","1,879,936",1.21
Kentucky,3/2/2019,"3,714",2/23/2019,"23,662","1,879,936",1.26
Kentucky,3/9/2019,"2,046",3/2/2019,"21,175","1,879,936",1.13
Kentucky,3/16/2019,"2,105",3/9/2019,"20,145","1,879,936",1.07
